species,n_significant_pairs,n_total_pairs,pct_significant,strongest_pair,strongest_p_adjusted,strongest_effect_size
s__GGB75636_SGB103039,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.0712336273119465e-06,0.6114804812568994
s__GGB25232_SGB37168,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB25349_SGB37288,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB25377_SGB37325,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB25411_SGB37363,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB47687_SGB2286,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB46603_SGB64473,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB56321_SGB113200,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB67134_SGB90850,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.4123264361775145
s__GGB67138_SGB90854,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.6187373768962938
s__GGB29162_SGB41892,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB29169_SGB41900,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB44536_SGB61974,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB35308_SGB112402,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB35775_SGB48092,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Polynucleobacter_sp_AP_Titi_500A_B4,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,6.551653034302439e-13,4.681996543733838
s__Polynucleobacter_sp_AP_Latsch_80_C2,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.5693644847675464e-12,2.79614371964455
s__Polynucleobacter_sp_MG_6_Vaara_E2,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,3.1563636382800485e-12,3.153673779122254
s__Polynucleobacter_tropicus,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.603932619303678e-11,2.7143515842999584
s__Polynucleobacter_sphagniphilus,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.2721929512242954e-10,2.863565351414065
s__Polynucleobacter_sp_UK_Kesae_W10,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.006707795254245e-11,2.5046688170345583
s__GGB25229_SGB37165,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB24999_SGB36914,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB25583_SGB37553,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB25454_SGB37409,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB25022_SGB36939,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB27469_SGB39758,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB41346_SGB58388,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB40324_SGB48413,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB41952_SGB59058,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB43055_SGB60296,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.603932619303678e-11,3.6039877302631136
s__GGB42928_SGB123144,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB28559_SGB41169,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB28558_SGB41168,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB29195_SGB41932,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB27302_SGB39542,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Methanosarcina_mazei,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Candidatus_Saccharibacteria_bacterium_CAG1,7,10,70.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,1.4403533644134184e-06,4.830204983989744
s__GGB81705_SGB112953,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB81701_SGB112896,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Dysgonomonadaceae_bacterium_zrk40,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Candidatus_Cloacimonas_acidaminovorans,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Candidatus_Nanopelagicus_SGB64093,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,3.522484368000446e-12,7.931840660063116
s__Dolichospermum_circinale,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,2.7033656831265954e-10,2.532692718931108
s__Duganella_fentianensis,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,2.1434175374213164e-12,3.2190160188518773
s__Limnohabitans_sp_103DPR2,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.0553262495027305e-13,7.500540201936933
s__Limnohabitans_SGB60293,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.7491667169232633e-12,4.569912295489872
s__Leuconostoc_citreum,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Limnohabitans_sp_JirII_29,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,2.4452037171428474e-13,4.54137112938703
s__GGB82456_SGB114450,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB81705_SGB112955,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Lactococcus_raffinolactis,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Candidatus_Methylopumilus_SGB64798,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,9.454941213611664e-12,4.204483750980167
s__Enorma_massiliensis,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Enterocloster_bolteae,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Enterococcus_faecium,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Erysipelatoclostridium_ramosum,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Erysipelothrix_anatis,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB24643_SGB36506,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB23686_SGB82209,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,4.4193012304060804e-13,7.608699542103356
s__GGB23756_SGB35463,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB23780_SGB65296,7,10,70.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,1.3476150300167877e-06,6.657462614271734
s__Rhodoferax_bucti,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.617744197702791e-13,3.839483449392124
s__Rhodoferax_lacus,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.4366405474078021e-11,2.638085608495703
s__Pseudoxanthomonas_mexicana,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Psychrobacter_fulvigenes,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Psychrobacter_pasteurii,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Eubacterium_sp_AB3007,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Giesbergeria_anulus,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.131646428644585e-08,1.7558398313199497
s__GGB25672_SGB83766,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,6.140590500909356e-11,3.8987207312181544
s__GGB25734_SGB37713,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.4530416510730833
s__GGB25847_SGB37835,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB75172_SGB103645,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.321919329948693
s__Faecalibacillus_intestinalis,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.2753234332578821e-05,1.656034584629296
s__GGB26653_SGB38834,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB26682_SGB64469,7,10,70.0,Chu_2017_sludge vs Schulz_2017_wastewater,5.086326360414263e-09,-9.609065891485722
s__GGB27187_SGB39409,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB23677_SGB35378,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.610140163355941e-10,3.0799233717675873
s__Flavobacterium_sp_HJJ,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,6.245238818989634e-12,2.5809022979061416
s__Flavobacterium_sp_HXWNR29,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,-7.053039128039299
s__GGB14103_SGB21545,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB32253_SGB56808,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.9921866239820368e-07,1.828834409101828
s__GGB24373_SGB36211,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.0712336273119465e-06,0.7129452741694792
s__GGB31540_SGB44875,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB31685_SGB116318,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Burkholderiales_bacterium_LSUCC0115,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,2.7542921995748177e-10,2.5583037073991646
s__Polynucleobacter_acidiphobus,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.0436864998408453e-10,4.103606258188951
s__Polynucleobacter_sinensis,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,9.060634423392923e-13,3.691329997626735
s__Polynucleobacter_parvulilacunae,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,3.1563636382800485e-12,2.944176930204491
s__Uruburuella_suis,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,0.00010117408443271561,0.28992930489396196
s__Zoogloea_oleivorans,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.344120936202979
s__Phenylobacterium_parvum,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.337938650800071e-10,3.358535882325146
s__Aliarcobacter_skirrowii,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Aphanizomenon_flos_aquae,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,5.772576940943971e-12,4.331916115081635
s__Aquaspirillum_serpens,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.0712336273119465e-06,0.8131664639304724
s__Aquaspirillum_sp_LM1,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,2.0843279044458928e-07,1.4925329005598784
s__Aquella_oligotrophica,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Arcobacter_acticola,7,10,70.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,4.041696084683928e-08,7.586666856455471
s__Aquirufa_nivalisilvae,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,5.237231878031035e-13,4.152235439970339
s__Ruminococcus_bicirculans,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Candidatus_Methylopumilus_turicensis,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.0553262495027305e-13,3.7615219275544276
s__Clostridium_leptum,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Microcystis_aeruginosa,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,2.3194795293977855e-10,3.1745993729713353
s__Bacteroides_propionicifaciens,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Bifidobacterium_merycicum,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Candidatus_Methylopumilus_SGB80876,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,4.706265504811216e-13,5.432312716780732
s__Nitrosomonas_oligotropha,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.4841228825946233e-08,1.523779034371269
s__Klebsiella_michiganensis,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.798609623395062e-05,1.5605352797592262
s__Comamonas_denitrificans,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.5095991720439327e-07,-8.870424231537084
s__Diaphorobacter_SGB61891,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.6415163440208462
s__Cuspidothrix_issatschenkoi,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.4764747649057324e-09,2.54105080040062
s__Curvibacter_gracilis,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,5.465059633997443e-12,2.973396398339329
s__Coprococcus_eutactus,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Emticicia_aquatica,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.227117638302675e-13,3.288529787055859
s__Denitrificimonas_caeni,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Dysgonomonas_mossii,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB44548_SGB61987,6,10,60.0,Chopyk_2020_pond vs Schulz_2017_wastewater,4.9779018068116446e-05,-0.9213837639589675
s__GGB46555_SGB64420,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,6.457844026865366e-10,1.9582079203711544
s__Acinetobacter_bohemicus,6,10,60.0,Chopyk_2020_pond vs Schulz_2017_wastewater,1.168141986142373e-06,-2.755757004901319
s__Acidovorax_temperans,6,10,60.0,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.909765708973216e-05,6.968790856237472
s__Acidovorax_sp_BoFeN1,6,10,60.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,6.006894587247073e-06,6.410944471491899
s__Acinetobacter_sp_ANC_4805,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,2.2411138190736015e-06,1.4218226164015402
s__Thiothrix_unzii,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.5688366143173704
s__Streptococcus_salivarius,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.4817720455262853
s__Aeromonas_media,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,0.0001464102599146315,-7.823281151648934
s__Roseburia_inulinivorans,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB45849_SGB63574,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,1.6471794047109275e-09,1.3982936446907035
s__Ruminococcus_bromii,6,10,60.0,Chu_2017_sludge vs Lekunberri_2018_river_wastewater,0.00011768157020619678,4.602298644996484
s__Simplicispira_SGB61893,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,8.080250367359593e-07,1.3319342221774106
s__Ruminococcus_torques,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.1839867096881918e-07,2.340871377617813
s__Ruminococcus_gnavus,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.490307170228214
s__Roseburia_sp_AF02_12,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Thauera_terpenica,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.3236095116310116
s__GGB46509_SGB64370,6,10,60.0,Chu_2017_sludge vs Schulz_2017_wastewater,4.861714648502844e-07,-3.2794394629479893
s__GGB44435_SGB61857,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.3087544527649313e-08,1.5581056082530216
s__GGB4571_SGB6317,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB4567_SGB6308,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB4552_SGB6276,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB41707_SGB58791,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Polynucleobacter_sp_MWH_Aus1W21,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,2.4452037171428474e-13,4.042720163804507
s__GGB44553_SGB103079,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,1.1559771860716228e-09,1.724899086519332
s__GGB44403_SGB61822,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,8.515224499782532e-09,1.301535242963042
s__GGB44798_SGB62263,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,2.2308209753497134e-05,0.1930801954258613
s__GGB43920_SGB61282,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,1.312195429387717e-07,1.7090202788156323
s__GGB46263_SGB80728,6,10,60.0,Chu_2017_sludge vs Schulz_2017_wastewater,5.086326360414263e-09,-7.49947988835634
s__GGB46504_SGB64365,6,10,60.0,Chu_2017_sludge vs Schulz_2017_wastewater,1.2335606351919022e-08,-3.506669571273336
s__GGB46437_SGB64294,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB43468_SGB60787,6,10,60.0,Chopyk_2020_pond vs Schulz_2017_wastewater,2.3109396658759552e-07,-3.3066272325859454
s__GGB43779_SGB93081,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,2.3171715754773976e-09,1.4419802645948707
s__GGB33037_SGB127733,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.492840215354382e-08,1.4348644241330666
s__GGB32963_SGB71265,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB32963_SGB54433,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB75646_SGB103098,6,10,60.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,1.4819758582760884e-05,4.5746855820337835
s__GGB75612_SGB103140,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,-8.08780516874866
s__GGB75334_SGB102785,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.3087544527649313e-08,1.5667771981157683
s__GGB75661_SGB103104,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB63067_SGB85311,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.3087544527649313e-08,1.5350651351947386
s__GGB41158_SGB46801,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.3247865822752725
s__GGB40481_SGB57069,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.1164241657926648
s__GGB63514_SGB85828,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB44257_SGB103370,6,10,60.0,Chu_2017_sludge vs Schulz_2017_wastewater,8.951411772171825e-09,-4.619944912055242
s__GGB67109_SGB90821,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB6613_SGB9347,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,0.0006937486699196208,1.0160443968768456
s__GGB47408_SGB102670,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB67324_SGB91072,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Fluviibacter_phosphoraccumulans,6,10,60.0,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,9.953578080399477e-06,11.238521237412659
s__Pseudomonas_fluvialis,6,10,60.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0019311793173334656,-0.0339523410177629
s__Pseudomonas_fluorescens,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB32865_SGB61406,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,2.3109396658759552e-07,1.4520812930567404
s__GGB3433_SGB4573,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Flavobacterium_succinicans,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB33037_SGB24024,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB75130_SGB102740,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,1.0743436865730024e-09,1.5537918635286272
s__GGB73686_SGB62915,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB73596_SGB126134,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB75193_SGB103433,6,10,60.0,Chu_2017_sludge vs Schulz_2017_wastewater,2.835781661403832e-08,-1.494648309346014
s__Haliscomenobacter_hydrossis,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB96171_SGB133887,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.492840215354382e-08,1.4045797749543234
s__GGB92736_SGB128655,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.492840215354382e-08,1.3958784628795524
s__Eubacterium_siraeum,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.3487733629984255
s__GGB9758_SGB15368,6,10,60.0,Chu_2017_sludge vs Schulz_2017_wastewater,4.884785300217209e-05,-0.34899022186649764
s__GGB89133_SGB125080,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Casimicrobium_huifangae,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,6.586601548726626e-10,1.9645076823807377
s__Bacteroides_graminisolvens,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.73334391063695e-06,-9.597300304316956
s__Candidatus_Nitrospira_nitrificans,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.3885643057477877
s__Bacteroides_eggerthii,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.1839867096881918e-07,2.332050247341419
s__Blautia_massiliensis,6,10,60.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00018986277614921397,-0.47593789694000266
s__Brachymonas_denitrificans,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Candidatus_Saccharimonas_aalborgensis,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.1277742281509355
s__Nitrospira_sp_SCGC_AG_212_E16,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Nitrospira_sp_ND1,6,10,60.0,Chopyk_2020_pond vs Schulz_2017_wastewater,3.942963540133754e-08,-8.023934782560103
s__Lachnospiraceae_bacterium_CLA_AA_H244,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.444545933372375
s__Coprococcus_comes,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.422051188954762
s__Kluyvera_ascorbata,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.803197950459994e-07,0.6214591970166204
s__Lachnospira_pectinoschiza,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Nitrospira_lenta,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.3087544527649313e-08,1.5322199929183313
s__Bacteroides_stercoris,6,10,60.0,Chu_2017_sludge vs Lekunberri_2018_river_wastewater,4.755836532949338e-05,5.135761541945408
